//名称	编号	技能等级	升级需求真气值	升级需求钱	门派	技能类型	技能属性 7 自己冲锋 8 击退目标	技能子属性	技能基础攻击	攻击方式	冷却组	本身冷却时间	技能最大距离	技能最小距离	技能攻击半径	技能攻击宽度	攻击人数	消耗MP	消耗HP	击退距离	仇恨值	是否是普通技能	伤害比率	眩晕状态下可否使用	子弹ID	吟唱时间	技能ICON	技能描述	技能效果	ICON位置	技能出处	技能对应技能书ID	消耗道具ID	每次消耗道具数量	技能激活需要人物等级
飞影六连斩	11101	89	64798	41273	3	1	8	0	0	3	0	5	200	10	1000	300	1000	5	0	100	0	0	143	0	0	0	11101	对前方200米扇形范围内的所有目标，造成两次伤害，每次造成基础攻击239%伤害	伤害239%	1000	商店出售	211001	0	0	89
飞影六连斩	11101	90	65518	41731	3	1	8	0	0	3	0	5	200	10	1000	300	1000	5	0	100	0	0	144	0	0	0	11101	对前方200米扇形范围内的所有目标，造成两次伤害，每次造成基础攻击240%伤害	伤害240%	1000	商店出售	211001	0	0	90
飞影六连斩	11101	91	66238	42190	3	1	8	0	0	3	0	5	200	10	1000	300	1000	5	0	100	0	0	145	0	0	0	11101	对前方200米扇形范围内的所有目标，造成两次伤害，每次造成基础攻击241%伤害	伤害241%	1000	商店出售	211001	0	0	91
飞影六连斩	11101	92	66958	42649	3	1	8	0	0	3	0	5	200	10	1000	300	1000	5	0	100	0	0	146	0	0	0	11101	对前方200米扇形范围内的所有目标，造成两次伤害，每次造成基础攻击242%伤害	伤害242%	1000	商店出售	211001	0	0	92
飞影六连斩	11101	93	67678	43107	3	1	8	0	0	3	0	5	200	10	1000	300	1000	5	0	100	0	0	147	0	0	0	11101	对前方200米扇形范围内的所有目标，造成两次伤害，每次造成基础攻击243%伤害	伤害243%	1000	商店出售	211001	0	0	93
飞影六连斩	11101	94	68398	43566	3	1	8	0	0	3	0	5	200	10	1000	300	1000	5	0	100	0	0	148	0	0	0	11101	对前方200米扇形范围内的所有目标，造成两次伤害，每次造成基础攻击244%伤害	伤害244%	1000	商店出售	211001	0	0	94
飞影六连斩	11101	95	69118	44024	3	1	8	0	0	3	0	5	200	10	1000	300	1000	5	0	100	0	0	149	0	0	0	11101	对前方200米扇形范围内的所有目标，造成两次伤害，每次造成基础攻击245%伤害	伤害245%	1000	商店出售	211001	0	0	95
飞影六连斩	11101	96	69838	44483	3	1	8	0	0	3	0	5	200	10	1000	300	1000	5	0	100	0	0	150	0	0	0	11101	对前方200米扇形范围内的所有目标，造成两次伤害，每次造成基础攻击246%伤害	伤害246%	1000	商店出售	211001	0	0	96
飞影六连斩	11101	97	70558	44942	3	1	8	0	0	3	0	5	200	10	1000	300	1000	5	0	100	0	0	151	0	0	0	11101	对前方200米扇形范围内的所有目标，造成两次伤害，每次造成基础攻击247%伤害	伤害247%	1000	商店出售	211001	0	0	97
飞影六连斩	11101	98	71278	45400	3	1	8	0	0	3	0	5	200	10	1000	300	1000	5	0	100	0	0	152	0	0	0	11101	对前方200米扇形范围内的所有目标，造成两次伤害，每次造成基础攻击248%伤害	伤害248%	1000	商店出售	211001	0	0	98
飞影六连斩	11101	99	71998	45859	3	1	8	0	0	3	0	5	200	10	1000	300	1000	5	0	100	0	0	153	0	0	0	11101	对前方200米扇形范围内的所有目标，造成两次伤害，每次造成基础攻击249%伤害	伤害249%	1000	商店出售	211001	0	0	99
飞影六连斩	11101	100	81998	45859	3	1	8	0	0	3	0	5	200	10	1000	300	1000	5	0	100	0	0	154	0	0	0	11101	对前方200米扇形范围内的所有目标，造成两次伤害，每次造成基础攻击250%伤害	伤害250%	1000	商店出售	211001	0	0	100
噬血移位	11102	1	2160	1376	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	134	0	0	0	11102	向前方移动200米，对移动路径中的所有目标造成基础伤害的121%伤害	伤害121%	1000	商店出售	211001	0	0	10
噬血移位	11102	2	3240	2064	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	135	0	0	0	11102	向前方移动200米，对移动路径中的所有目标造成基础伤害的122%伤害	伤害122%	1000	商店出售	211001	0	0	10
噬血移位	11102	3	4320	2752	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	136	0	0	0	11102	向前方移动200米，对移动路径中的所有目标造成基础伤害的123%伤害	伤害123%	1000	商店出售	211001	0	0	10
噬血移位	11102	4	5400	3439	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	137	0	0	0	11102	向前方移动200米，对移动路径中的所有目标造成基础伤害的124%伤害	伤害124%	1000	商店出售	211001	0	0	10
噬血移位	11102	5	6480	4127	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	138	0	0	0	11102	向前方移动200米，对移动路径中的所有目标造成基础伤害的125%伤害	伤害125%	1000	商店出售	211001	0	0	10
噬血移位	11102	6	7560	4815	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	139	0	0	0	11102	向前方移动200米，对移动路径中的所有目标造成基础伤害的126%伤害	伤害126%	1000	商店出售	211001	0	0	10
噬血移位	11102	7	8640	5503	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	140	0	0	0	11102	向前方移动200米，对移动路径中的所有目标造成基础伤害的127%伤害	伤害127%	1000	商店出售	211001	0	0	10
噬血移位	11102	8	9720	6191	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	141	0	0	0	11102	向前方移动200米，对移动路径中的所有目标造成基础伤害的128%伤害	伤害128%	1000	商店出售	211001	0	0	10
噬血移位	11102	9	10800	6879	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	142	0	0	0	11102	向前方移动200米，对移动路径中的所有目标造成基础伤害的129%伤害	伤害129%	1000	商店出售	211001	0	0	10
噬血移位	11102	10	11880	7567	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	143	0	0	0	11102	向前方移动220米，对移动路径中的所有目标造成基础伤害的130%伤害	移动220米，伤害130%	1000	商店出售	211001	0	0	10
噬血移位	11102	11	12960	8255	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	144	0	0	0	11102	向前方移动220米，对移动路径中的所有目标造成基础伤害的131%伤害	伤害131%	1000	商店出售	211001	0	0	11
噬血移位	11102	12	14040	8942	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	145	0	0	0	11102	向前方移动220米，对移动路径中的所有目标造成基础伤害的132%伤害	伤害132%	1000	商店出售	211001	0	0	12
噬血移位	11102	13	15120	9630	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	146	0	0	0	11102	向前方移动220米，对移动路径中的所有目标造成基础伤害的133%伤害	伤害133%	1000	商店出售	211001	0	0	13
噬血移位	11102	14	16200	10318	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	147	0	0	0	11102	向前方移动220米，对移动路径中的所有目标造成基础伤害的134%伤害	伤害134%	1000	商店出售	211001	0	0	14
噬血移位	11102	15	17280	11006	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	148	0	0	0	11102	向前方移动220米，对移动路径中的所有目标造成基础伤害的135%伤害	伤害135%	1000	商店出售	211001	0	0	15
噬血移位	11102	16	18360	11694	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	149	0	0	0	11102	向前方移动220米，对移动路径中的所有目标造成基础伤害的136%伤害	伤害136%	1000	商店出售	211001	0	0	16
噬血移位	11102	17	19440	12382	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	150	0	0	0	11102	向前方移动220米，对移动路径中的所有目标造成基础伤害的137%伤害	伤害137%	1000	商店出售	211001	0	0	17
噬血移位	11102	18	20519	13070	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	151	0	0	0	11102	向前方移动220米，对移动路径中的所有目标造成基础伤害的138%伤害	伤害138%	1000	商店出售	211001	0	0	18
噬血移位	11102	19	21599	13758	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	152	0	0	0	11102	向前方移动220米，对移动路径中的所有目标造成基础伤害的139%伤害	伤害139%	1000	商店出售	211001	0	0	19
噬血移位	11102	20	22679	14445	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	153	0	0	0	11102	向前方移动240米，对移动路径中的所有目标造成基础伤害的140%伤害	移动240米，伤害140%	1000	商店出售	211001	0	0	20
噬血移位	11102	21	23759	15133	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	154	0	0	0	11102	向前方移动240米，对移动路径中的所有目标造成基础伤害的141%伤害	伤害141%	1000	商店出售	211001	0	0	21
噬血移位	11102	22	24839	15821	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	155	0	0	0	11102	向前方移动240米，对移动路径中的所有目标造成基础伤害的142%伤害	伤害142%	1000	商店出售	211001	0	0	22
噬血移位	11102	23	25919	16509	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	156	0	0	0	11102	向前方移动240米，对移动路径中的所有目标造成基础伤害的143%伤害	伤害143%	1000	商店出售	211001	0	0	23
噬血移位	11102	24	26999	17197	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	157	0	0	0	11102	向前方移动240米，对移动路径中的所有目标造成基础伤害的144%伤害	伤害144%	1000	商店出售	211001	0	0	24
噬血移位	11102	25	28079	17885	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	158	0	0	0	11102	向前方移动240米，对移动路径中的所有目标造成基础伤害的145%伤害	伤害145%	1000	商店出售	211001	0	0	25
噬血移位	11102	26	29159	18573	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	159	0	0	0	11102	向前方移动240米，对移动路径中的所有目标造成基础伤害的146%伤害	伤害146%	1000	商店出售	211001	0	0	26
噬血移位	11102	27	30239	19261	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	160	0	0	0	11102	向前方移动240米，对移动路径中的所有目标造成基础伤害的147%伤害	伤害147%	1000	商店出售	211001	0	0	27
噬血移位	11102	28	31319	19949	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	161	0	0	0	11102	向前方移动240米，对移动路径中的所有目标造成基础伤害的148%伤害	伤害148%	1000	商店出售	211001	0	0	28
噬血移位	11102	29	32399	20636	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	162	0	0	0	11102	向前方移动240米，对移动路径中的所有目标造成基础伤害的149%伤害	伤害149%	1000	商店出售	211001	0	0	29
噬血移位	11102	30	33479	21324	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	163	0	0	0	11102	向前方移动260米，对移动路径中的所有目标造成基础伤害的150%伤害	移动260米，伤害150%	1000	商店出售	211001	0	0	30
噬血移位	11102	31	34559	22012	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	164	0	0	0	11102	向前方移动260米，对移动路径中的所有目标造成基础伤害的151%伤害	伤害151%	1000	商店出售	211001	0	0	31
噬血移位	11102	32	35639	22700	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	165	0	0	0	11102	向前方移动260米，对移动路径中的所有目标造成基础伤害的152%伤害	伤害152%	1000	商店出售	211001	0	0	32
噬血移位	11102	33	36719	23388	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	166	0	0	0	11102	向前方移动260米，对移动路径中的所有目标造成基础伤害的153%伤害	伤害153%	1000	商店出售	211001	0	0	33
噬血移位	11102	34	37799	24076	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	167	0	0	0	11102	向前方移动260米，对移动路径中的所有目标造成基础伤害的154%伤害	伤害154%	1000	商店出售	211001	0	0	34
噬血移位	11102	35	38879	24764	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	168	0	0	0	11102	向前方移动260米，对移动路径中的所有目标造成基础伤害的155%伤害	伤害155%	1000	商店出售	211001	0	0	35
噬血移位	11102	36	39959	25452	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	169	0	0	0	11102	向前方移动260米，对移动路径中的所有目标造成基础伤害的156%伤害	伤害156%	1000	商店出售	211001	0	0	36
噬血移位	11102	37	41039	26139	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	170	0	0	0	11102	向前方移动260米，对移动路径中的所有目标造成基础伤害的157%伤害	伤害157%	1000	商店出售	211001	0	0	37
噬血移位	11102	38	42119	26827	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	171	0	0	0	11102	向前方移动260米，对移动路径中的所有目标造成基础伤害的158%伤害	伤害158%	1000	商店出售	211001	0	0	38
噬血移位	11102	39	43199	27515	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	172	0	0	0	11102	向前方移动260米，对移动路径中的所有目标造成基础伤害的159%伤害	伤害159%	1000	商店出售	211001	0	0	39
噬血移位	11102	40	44279	28203	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	173	0	0	0	11102	向前方移动280米，对移动路径中的所有目标造成基础伤害的160%伤害	移动280米，伤害160%	1000	商店出售	211001	0	0	40
噬血移位	11102	41	45359	28891	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	174	0	0	0	11102	向前方移动280米，对移动路径中的所有目标造成基础伤害的161%伤害	伤害161%	1000	商店出售	211001	0	0	41
噬血移位	11102	42	46439	29579	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	175	0	0	0	11102	向前方移动280米，对移动路径中的所有目标造成基础伤害的162%伤害	伤害162%	1000	商店出售	211001	0	0	42
噬血移位	11102	43	47519	30267	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	176	0	0	0	11102	向前方移动280米，对移动路径中的所有目标造成基础伤害的163%伤害	伤害163%	1000	商店出售	211001	0	0	43
噬血移位	11102	44	48599	30955	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	177	0	0	0	11102	向前方移动280米，对移动路径中的所有目标造成基础伤害的164%伤害	伤害164%	1000	商店出售	211001	0	0	44
噬血移位	11102	45	49679	31643	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	178	0	0	0	11102	向前方移动280米，对移动路径中的所有目标造成基础伤害的165%伤害	伤害165%	1000	商店出售	211001	0	0	45
噬血移位	11102	46	50759	32330	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	179	0	0	0	11102	向前方移动280米，对移动路径中的所有目标造成基础伤害的166%伤害	伤害166%	1000	商店出售	211001	0	0	46
噬血移位	11102	47	51839	33018	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	180	0	0	0	11102	向前方移动280米，对移动路径中的所有目标造成基础伤害的167%伤害	伤害167%	1000	商店出售	211001	0	0	47
噬血移位	11102	48	52919	33706	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	181	0	0	0	11102	向前方移动280米，对移动路径中的所有目标造成基础伤害的168%伤害	伤害168%	1000	商店出售	211001	0	0	48
噬血移位	11102	49	53999	34394	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	182	0	0	0	11102	向前方移动280米，对移动路径中的所有目标造成基础伤害的169%伤害	伤害169%	1000	商店出售	211001	0	0	49
噬血移位	11102	50	55079	35082	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	183	0	0	0	11102	向前方移动300米，对移动路径中的所有目标造成基础伤害的170%伤害	移动300米，伤害170%	1000	商店出售	211001	0	0	50
噬血移位	11102	51	56159	35770	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	184	0	0	0	11102	向前方移动300米，对移动路径中的所有目标造成基础伤害的171%伤害	伤害171%	1000	商店出售	211001	0	0	51
噬血移位	11102	52	57239	36458	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	185	0	0	0	11102	向前方移动300米，对移动路径中的所有目标造成基础伤害的172%伤害	伤害172%	1000	商店出售	211001	0	0	52
噬血移位	11102	53	58319	37146	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	186	0	0	0	11102	向前方移动300米，对移动路径中的所有目标造成基础伤害的173%伤害	伤害173%	1000	商店出售	211001	0	0	53
噬血移位	11102	54	59399	37833	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	187	0	0	0	11102	向前方移动300米，对移动路径中的所有目标造成基础伤害的174%伤害	伤害174%	1000	商店出售	211001	0	0	54
噬血移位	11102	55	60478	38521	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	188	0	0	0	11102	向前方移动300米，对移动路径中的所有目标造成基础伤害的175%伤害	伤害175%	1000	商店出售	211001	0	0	55
噬血移位	11102	56	61558	39209	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	189	0	0	0	11102	向前方移动300米，对移动路径中的所有目标造成基础伤害的176%伤害	伤害176%	1000	商店出售	211001	0	0	56
噬血移位	11102	57	62638	39897	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	190	0	0	0	11102	向前方移动300米，对移动路径中的所有目标造成基础伤害的177%伤害	伤害177%	1000	商店出售	211001	0	0	57
噬血移位	11102	58	63718	40585	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	191	0	0	0	11102	向前方移动300米，对移动路径中的所有目标造成基础伤害的178%伤害	伤害178%	1000	商店出售	211001	0	0	58
噬血移位	11102	59	64798	41273	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	192	0	0	0	11102	向前方移动300米，对移动路径中的所有目标造成基础伤害的179%伤害	伤害179%	1000	商店出售	211001	0	0	59
噬血移位	11102	60	65878	41961	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	193	0	0	0	11102	向前方移动320米，对移动路径中的所有目标造成基础伤害的180%伤害	移动320米，伤害180%	1000	商店出售	211001	0	0	60
噬血移位	11102	61	66958	42649	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	194	0	0	0	11102	向前方移动320米，对移动路径中的所有目标造成基础伤害的181%伤害	伤害181%	1000	商店出售	211001	0	0	61
噬血移位	11102	62	68038	43336	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	195	0	0	0	11102	向前方移动320米，对移动路径中的所有目标造成基础伤害的182%伤害	伤害182%	1000	商店出售	211001	0	0	62
噬血移位	11102	63	69118	44024	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	196	0	0	0	11102	向前方移动320米，对移动路径中的所有目标造成基础伤害的183%伤害	伤害183%	1000	商店出售	211001	0	0	63
噬血移位	11102	64	70198	44712	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	197	0	0	0	11102	向前方移动320米，对移动路径中的所有目标造成基础伤害的184%伤害	伤害184%	1000	商店出售	211001	0	0	64
噬血移位	11102	65	71278	45400	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	198	0	0	0	11102	向前方移动320米，对移动路径中的所有目标造成基础伤害的185%伤害	伤害185%	1000	商店出售	211001	0	0	65
噬血移位	11102	66	72358	46088	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	199	0	0	0	11102	向前方移动320米，对移动路径中的所有目标造成基础伤害的186%伤害	伤害186%	1000	商店出售	211001	0	0	66
噬血移位	11102	67	73438	46776	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	200	0	0	0	11102	向前方移动320米，对移动路径中的所有目标造成基础伤害的187%伤害	伤害187%	1000	商店出售	211001	0	0	67
噬血移位	11102	68	74518	47464	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	201	0	0	0	11102	向前方移动320米，对移动路径中的所有目标造成基础伤害的188%伤害	伤害188%	1000	商店出售	211001	0	0	68
噬血移位	11102	69	75598	48152	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	202	0	0	0	11102	向前方移动320米，对移动路径中的所有目标造成基础伤害的189%伤害	伤害189%	1000	商店出售	211001	0	0	69
噬血移位	11102	70	76678	48840	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	203	0	0	0	11102	向前方移动340米，对移动路径中的所有目标造成基础伤害的190%伤害	移动340米，伤害190%	1000	商店出售	211001	0	0	70
噬血移位	11102	71	77758	49527	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	204	0	0	0	11102	向前方移动340米，对移动路径中的所有目标造成基础伤害的191%伤害	伤害191%	1000	商店出售	211001	0	0	71
噬血移位	11102	72	78838	50215	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	205	0	0	0	11102	向前方移动340米，对移动路径中的所有目标造成基础伤害的192%伤害	伤害192%	1000	商店出售	211001	0	0	72
噬血移位	11102	73	79918	50903	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	206	0	0	0	11102	向前方移动340米，对移动路径中的所有目标造成基础伤害的193%伤害	伤害193%	1000	商店出售	211001	0	0	73
噬血移位	11102	74	80998	51591	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	207	0	0	0	11102	向前方移动340米，对移动路径中的所有目标造成基础伤害的194%伤害	伤害194%	1000	商店出售	211001	0	0	74
噬血移位	11102	75	82078	52279	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	208	0	0	0	11102	向前方移动340米，对移动路径中的所有目标造成基础伤害的195%伤害	伤害195%	1000	商店出售	211001	0	0	75
噬血移位	11102	76	83158	52967	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	209	0	0	0	11102	向前方移动340米，对移动路径中的所有目标造成基础伤害的196%伤害	伤害196%	1000	商店出售	211001	0	0	76
噬血移位	11102	77	84238	53655	3	1	7	0	0	3	0	8	200	10	500	50	1	6	0	0	0	0	210	0	0	0	11102	向前方移动340米，对移动路径中的所有目标造成基础伤害的197%伤害	伤害197%	1000	商店出售	211001	0	0	77
