//名称	编号	脚本ID	品质（白绿蓝紫橙）	类型	物品模型编号(男)	物品模型编号(女)	最大耐久度	耐久改变方式	耐久改变数	叠加数量	购入货币类型	购买价格	出售货币类型	出售价格	使用门派	等级需求	性别需求	可否锻造(升品质)	可否强化	可否鉴定(重置属性条数)重置	可否洗练	可否精炼(升星)	可否升级(如:20升级30级)	可否打孔	可否摘宝石	可否洗星	可否丢弃	可否卖店	可否交易	可否修理	可否存仓库	死亡掉落	可否使用	可否鉴定	冷却时间	冷却组	吟唱时间（毫秒）	道具颜色类型	任务关联	任务关联数量	图标编号	地上模型号	宝石类型	绑定类型（）	物品说明
卢西恩变形精华液	185062	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185002	1	0	0	卢西恩变形的精华液，收集一定数量精华液和其他物品可以召唤卢西恩变形
卢西恩变形魂魄	185063	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185003	1	0	0	卢西恩变形的魂魄，收集一定数量魂魄和其他物品可以召唤卢西恩变形
卢西恩变形魔焰石	185064	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185004	1	0	0	卢西恩变形的魔焰石，收集一定数量魔焰石和其他物品可以召唤卢西恩变形
恐惧之王火灵	185071	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185001	1	0	0	恐惧之王的身体碎片，收集一定数量碎片和其他物品可以召唤恐惧之王
恐惧之王精华液	185072	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185002	1	0	0	恐惧之王的精华液，收集一定数量精华液和其他物品可以召唤恐惧之王
恐惧之王魂魄	185073	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185003	1	0	0	恐惧之王的魂魄，收集一定数量魂魄和其他物品可以召唤恐惧之王
恐惧之王魔焰石	185074	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185004	1	0	0	恐惧之王的魔焰石，收集一定数量魔焰石和其他物品可以召唤恐惧之王
维克多火灵	185081	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185001	1	0	0	维克多的身体碎片，收集一定数量碎片和其他物品可以召唤维克多
维克多精华液	185082	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185002	1	0	0	维克多的精华液，收集一定数量精华液和其他物品可以召唤维克多
维克多魂魄	185083	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185003	1	0	0	维克多的魂魄，收集一定数量魂魄和其他物品可以召唤维克多
维克多魔焰石	185084	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185004	1	0	0	维克多的魔焰石，收集一定数量魔焰石和其他物品可以召唤维克多
炎魔火灵	185091	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185001	1	0	0	炎魔的身体碎片，收集一定数量碎片和其他物品可以召唤炎魔
炎魔精华液	185092	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185002	1	0	0	炎魔的精华液，收集一定数量精华液和其他物品可以召唤炎魔
炎魔魂魄	185093	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185003	1	0	0	炎魔的魂魄，收集一定数量魂魄和其他物品可以召唤炎魔
炎魔魔焰石	185094	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185004	1	0	0	炎魔的魔焰石，收集一定数量魔焰石和其他物品可以召唤炎魔
维克多变形火灵	185101	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185001	1	0	0	维克多变形的身体碎片，收集一定数量碎片和其他物品可以召唤维克多变形
维克多变形精华液	185102	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185002	1	0	0	维克多变形的精华液，收集一定数量精华液和其他物品可以召唤维克多变形
维克多变形魂魄	185103	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185003	1	0	0	维克多变形的魂魄，收集一定数量魂魄和其他物品可以召唤维克多变形
维克多变形魔焰石	185104	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185004	1	0	0	维克多变形的魔焰石，收集一定数量魔焰石和其他物品可以召唤维克多变形
坦摩人火灵	185111	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185001	1	0	0	坦摩人的身体碎片，收集一定数量碎片和其他物品可以召唤坦摩人
坦摩人精华液	185112	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185002	1	0	0	坦摩人的精华液，收集一定数量精华液和其他物品可以召唤坦摩人
坦摩人魂魄	185113	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185003	1	0	0	坦摩人的魂魄，收集一定数量魂魄和其他物品可以召唤坦摩人
坦摩人魔焰石	185114	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185004	1	0	0	坦摩人的魔焰石，收集一定数量魔焰石和其他物品可以召唤坦摩人
阿努比斯火灵	185121	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185001	1	0	0	阿努比斯的身体碎片，收集一定数量碎片和其他物品可以召唤阿努比斯
阿努比斯精华液	185122	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185002	1	0	0	阿努比斯的精华液，收集一定数量精华液和其他物品可以召唤阿努比斯
阿努比斯魂魄	185123	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185003	1	0	0	阿努比斯的魂魄，收集一定数量魂魄和其他物品可以召唤阿努比斯
阿努比斯魔焰石	185124	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185004	1	0	0	阿努比斯的魔焰石，收集一定数量魔焰石和其他物品可以召唤阿努比斯
卢西恩火灵	185131	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185001	1	0	0	卢西恩的身体碎片，收集一定数量碎片和其他物品可以召唤卢西恩
卢西恩精华液	185132	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185002	1	0	0	卢西恩的精华液，收集一定数量精华液和其他物品可以召唤卢西恩
卢西恩魂魄	185133	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185003	1	0	0	卢西恩的魂魄，收集一定数量魂魄和其他物品可以召唤卢西恩
卢西恩魔焰石	185134	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185004	1	0	0	卢西恩的魔焰石，收集一定数量魔焰石和其他物品可以召唤卢西恩
犀牛火灵	185141	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185001	1	0	0	犀牛的身体碎片，收集一定数量碎片和其他物品可以召唤犀牛
犀牛精华液	185142	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185002	1	0	0	犀牛的精华液，收集一定数量精华液和其他物品可以召唤犀牛
犀牛魂魄	185143	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185003	1	0	0	犀牛的魂魄，收集一定数量魂魄和其他物品可以召唤犀牛
犀牛魔焰石	185144	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185004	1	0	0	犀牛的魔焰石，收集一定数量魔焰石和其他物品可以召唤犀牛
天使女火灵	185151	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185001	1	0	0	天使女的身体碎片，收集一定数量碎片和其他物品可以召唤天使女
天使女精华液	185152	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185002	1	0	0	天使女的精华液，收集一定数量精华液和其他物品可以召唤天使女
天使女魂魄	185153	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185003	1	0	0	天使女的魂魄，收集一定数量魂魄和其他物品可以召唤天使女
天使女魔焰石	185154	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185004	1	0	0	天使女的魔焰石，收集一定数量魔焰石和其他物品可以召唤天使女
霹雳火火灵	185161	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185001	1	0	0	霹雳火的身体碎片，收集一定数量碎片和其他物品可以召唤霹雳火
霹雳火精华液	185162	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185002	1	0	0	霹雳火的精华液，收集一定数量精华液和其他物品可以召唤霹雳火
霹雳火魂魄	185163	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185003	1	0	0	霹雳火的魂魄，收集一定数量魂魄和其他物品可以召唤霹雳火
霹雳火魔焰石	185164	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185004	1	0	0	霹雳火的魔焰石，收集一定数量魔焰石和其他物品可以召唤霹雳火
龙骑士火灵	185171	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185001	1	0	0	龙骑士的身体碎片，收集一定数量碎片和其他物品可以召唤龙骑士
龙骑士精华液	185172	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185002	1	0	0	龙骑士的精华液，收集一定数量精华液和其他物品可以召唤龙骑士
龙骑士魂魄	185173	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185003	1	0	0	龙骑士的魂魄，收集一定数量魂魄和其他物品可以召唤龙骑士
龙骑士魔焰石	185174	0	3	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	185004	1	0	0	龙骑士的魔焰石，收集一定数量魔焰石和其他物品可以召唤龙骑士
移魂精华	189001	0	4	10	0	0	0	0	0	99	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	189001	1	0	0	"聚集魂魄精华而成,在英雄吞噬祭祀中增加吞噬经验，吞噬英雄可获得被吞噬英雄:100%经验。"
//恶魔城装备相关材料	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
朔月精华	190101	0	1	10	0	0	0	0	0	99	1	1	2	150	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190101	1	0	0	朔月余晖汇聚而成，在低端副本中都有产出。用于武器、手套进行1阶升2阶的主要材料
朔月雕纹	190102	0	1	10	0	0	0	0	0	99	1	1	2	150	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190102	1	0	0	朔月粉尘汇聚而成，在低端副本中都有产出。用于头饰、护肩、衣服、裤子进行1阶升2阶的主要材料
朔月符印	190103	0	1	10	0	0	0	0	0	99	1	1	2	150	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190103	1	0	0	朔月光斑汇聚而成，在低端副本中都有产出。用于武器、手套进行1阶升2阶的辅助材料
朔月附魔	190104	0	1	10	0	0	0	0	0	99	1	1	2	150	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190104	1	0	0	朔月尘埃汇聚而成，在低端副本中都有产出。用于头饰、护肩、衣服、裤子进行1阶升2阶的辅助材料
新月精华	190111	0	2	10	0	0	0	0	0	99	1	1	2	300	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190111	1	0	0	新月余晖汇聚而成，在低端副本中都有产出。用于武器、手套进行2阶升3阶的主要材料
新月雕纹	190112	0	2	10	0	0	0	0	0	99	1	1	2	300	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190112	1	0	0	新月粉尘汇聚而成，在低端副本中都有产出。用于头饰、护肩、衣服、裤子进行2阶升3阶的主要材料
新月符印	190113	0	2	10	0	0	0	0	0	99	1	1	2	300	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190113	1	0	0	新月光斑汇聚而成，在低端副本中都有产出。用于武器、手套进行2阶升3阶的辅助材料
新月附魔	190114	0	2	10	0	0	0	0	0	99	1	1	2	300	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190114	1	0	0	新月尘埃汇聚而成，在低端副本中都有产出。用于头饰、护肩、衣服、裤子进行2阶升3阶的辅助材料
眉月精华	190121	0	3	10	0	0	0	0	0	99	1	1	2	500	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190121	1	0	0	眉月余晖汇聚而成，在低端副本中都有产出。用于武器、手套进行3阶升4阶的主要材料
眉月雕纹	190122	0	3	10	0	0	0	0	0	99	1	1	2	500	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190122	1	0	0	眉月粉尘汇聚而成，在低端副本中都有产出。用于头饰、护肩、衣服、裤子进行3阶升4阶的主要材料
眉月符印	190123	0	3	10	0	0	0	0	0	99	1	1	2	500	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190123	1	0	0	眉月光斑汇聚而成，在低端副本中都有产出。用于武器、手套进行3阶升4阶的辅助材料
眉月附魔	190124	0	3	10	0	0	0	0	0	99	1	1	2	500	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190124	1	0	0	眉月尘埃汇聚而成，在低端副本中都有产出。用于头饰、护肩、衣服、裤子进行3阶升4阶的辅助材料
弦月精华	190131	0	4	10	0	0	0	0	0	99	1	1	2	800	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190131	1	0	0	弦月余晖汇聚而成，在中等级副本都有产出。用于武器、手套进行4阶升5阶的主要材料
弦月雕纹	190132	0	4	10	0	0	0	0	0	99	1	1	2	800	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190132	1	0	0	弦月粉尘汇聚而成，在中等级副本都有产出。用于头饰、护肩、衣服、裤子进行4阶升5阶的主要材料
弦月符印	190133	0	4	10	0	0	0	0	0	99	1	1	2	800	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190133	1	0	0	弦月光斑汇聚而成，在中等级副本都有产出。用于武器、手套进行4阶升5阶的辅助材料
弦月附魔	190134	0	4	10	0	0	0	0	0	99	1	1	2	800	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190134	1	0	0	弦月尘埃汇聚而成，在中等级副本都有产出。用于头饰、护肩、衣服、裤子进行4阶升5阶的辅助材料
半月精华	190141	0	5	10	0	0	0	0	0	99	1	1	2	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190141	1	0	0	半月余晖汇聚而成，在中等级副本都有产出。用于武器、手套进行5阶升6阶的主要材料
半月雕纹	190142	0	5	10	0	0	0	0	0	99	1	1	2	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190142	1	0	0	半月粉尘汇聚而成，在中等级副本都有产出。用于头饰、护肩、衣服、裤子进行5阶升6阶的主要材料
半月符印	190143	0	5	10	0	0	0	0	0	99	1	1	2	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190143	1	0	0	半月光斑汇聚而成，在中等级副本都有产出。用于武器、手套进行5阶升6阶的辅助材料
半月附魔	190144	0	5	10	0	0	0	0	0	99	1	1	2	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190144	1	0	0	半月尘埃汇聚而成，在中等级副本都有产出。用于头饰、护肩、衣服、裤子进行5阶升6阶的辅助材料
满月精华	190151	0	6	10	0	0	0	0	0	99	1	1	2	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190151	1	0	0	满月余晖汇聚而成，在中等级副本都有产出。用于武器、手套进行6阶升7阶的主要材料
满月雕纹	190152	0	6	10	0	0	0	0	0	99	1	1	2	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190152	1	0	0	满月粉尘汇聚而成，在中等级副本都有产出。用于头饰、护肩、衣服、裤子进行7阶升8阶的主要材料
满月符印	190153	0	6	10	0	0	0	0	0	99	1	1	2	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190153	1	0	0	满月光斑汇聚而成，在中等级副本都有产出。用于武器、手套进行6阶升7阶的辅助材料
满月附魔	190154	0	6	10	0	0	0	0	0	99	1	1	2	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190154	1	0	0	满月尘埃汇聚而成，在中等级副本都有产出。用于头饰、护肩、衣服、裤子进行6阶升7阶的辅助材料
皓月精华	190161	0	7	10	0	0	0	0	0	99	1	1	2	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190161	1	0	0	皓月余晖汇聚而成，在高等级副本都有产出。用于武器、手套进行7阶升8阶的主要材料
皓月雕纹	190162	0	7	10	0	0	0	0	0	99	1	1	2	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190162	1	0	0	皓月粉尘汇聚而成，在高等级副本都有产出。用于头饰、护肩、衣服、裤子进行7阶升8阶的主要材料
皓月符印	190163	0	7	10	0	0	0	0	0	99	1	1	2	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190163	1	0	0	皓月光斑汇聚而成，在高等级副本都有产出。用于武器、手套进行7阶升8阶的辅助材料
皓月附魔	190164	0	7	10	0	0	0	0	0	99	1	1	2	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190164	1	0	0	皓月尘埃汇聚而成，在高等级副本都有产出。用于头饰、护肩、衣服、裤子进行7阶升8阶的辅助材料
赤月精华	190171	0	8	10	0	0	0	0	0	99	1	1	2	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190171	1	0	0	赤月余晖汇聚而成，在高等级副本都有产出。用于武器、手套进行8阶升9阶的主要材料
赤月雕纹	190172	0	8	10	0	0	0	0	0	99	1	1	2	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190172	1	0	0	赤月粉尘汇聚而成，在高等级副本都有产出。用于头饰、护肩、衣服、裤子进行8阶升9阶的主要材料
赤月符印	190173	0	8	10	0	0	0	0	0	99	1	1	2	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190173	1	0	0	赤月光斑汇聚而成，在高等级副本都有产出。用于武器、手套进行8阶升9阶的辅助材料
赤月附魔	190174	0	8	10	0	0	0	0	0	99	1	1	2	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190174	1	0	0	赤月尘埃汇聚而成，在高等级副本都有产出。用于头饰、护肩、衣服、裤子进行8阶升9阶的辅助材料
血月精华	190181	0	9	10	0	0	0	0	0	99	1	1	2	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190181	1	0	0	血月余晖汇聚而成，在高等级副本都有产出。用于武器、手套进行9阶升10阶的主要材料
血月雕纹	190182	0	9	10	0	0	0	0	0	99	1	1	2	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190182	1	0	0	血月粉尘汇聚而成，在高等级副本都有产出。用于头饰、护肩、衣服、裤子进行9阶升10阶的主要材料
血月符印	190183	0	9	10	0	0	0	0	0	99	1	1	2	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190183	1	0	0	血月光斑汇聚而成，在高等级副本都有产出。用于武器、手套进行9阶升10阶的辅助材料
血月附魔	190184	0	9	10	0	0	0	0	0	99	1	1	2	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190184	1	0	0	血月尘埃汇聚而成，在高等级副本都有产出。用于头饰、护肩、衣服、裤子进行9阶升10阶的辅助材料
流星余晖	190201	0	1	10	0	0	0	0	0	99	1	1	2	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190201	1	0	0	流星划过天际所遗落的余晖构成，可用于装备升星的材料，提升1阶装备星数
慧星余晖	190202	0	2	10	0	0	0	0	0	99	1	1	2	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190202	1	0	0	慧星划过天际所遗落的余晖构成，可用于装备升星的材料，提升2阶装备星数
行星余晖	190203	0	3	10	0	0	0	0	0	99	1	1	2	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190203	1	0	0	行星划过天际所遗落的余晖构成，可用于装备升星的材料，提升3阶装备星数
恒星余晖	190204	0	4	10	0	0	0	0	0	99	1	1	2	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190204	1	0	0	恒星划过天际所遗落的余晖构成，可用于装备升星的材料，提升4阶装备星数
水星余晖	190205	0	5	10	0	0	0	0	0	99	1	1	2	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190205	1	0	0	水星划过天际所遗落的余晖构成，可用于装备升星的材料，提升5阶装备星数
金星余晖	190206	0	6	10	0	0	0	0	0	99	1	1	2	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190206	1	0	0	金星划过天际所遗落的余晖构成，可用于装备升星的材料，提升6阶装备星数
火星余晖	190207	0	7	10	0	0	0	0	0	99	1	1	2	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190207	1	0	0	火星划过天际所遗落的余晖构成，可用于装备升星的材料，提升7阶装备星数
木星余晖	190208	0	8	10	0	0	0	0	0	99	1	1	2	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190208	1	0	0	木星划过天际所遗落的余晖构成，可用于装备升星的材料，提升8阶装备星数
土星余晖	190209	0	9	10	0	0	0	0	0	99	1	1	2	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190209	1	0	0	土星划过天际所遗落的余晖构成，可用于装备升星的材料，提升9阶装备星数
太阳余晖	190210	0	10	10	0	0	0	0	0	99	1	1	2	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190210	1	0	0	太阳划过天际所遗落的余晖构成，可用于装备升星的材料，提升10阶装备星数
月光元素	190301	0	1	10	0	0	0	0	0	99	1	1	2	998	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190301	1	0	0	传说中构成月光的必备元素，是装备升级刻印1阶段所需道具
日光元素	190302	0	2	10	0	0	0	0	0	99	1	1	2	998	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	190302	1	0	0	传说中构成日光的必备元素，是装备升级刻印2阶段所需道具
