//±‡∫≈	√˚≥∆	Õ‚π€±‡∫≈&Õ∑œÒ±‡∫≈	µ»º∂	…˙√¸	ƒ⁄¡¶	 ∆¡¶	∑«’Ω∂∑“∆∂ØÀŸ∂»	’Ω∂∑“∆∂ØÀŸ∂»	÷ÿ…˙ ±º‰£®∫¡√Î£©	ø… ”æ‡¿Î	…ÌÃÂƒ£–Õ¥Û–°	◊‘”…ªÓ∂Ø∑∂Œß	◊∑◊Ÿ∑∂Œß	π•ª˜÷µ	∑¿”˘÷µ	…¡±‹÷µ	±©ª˜÷µ	π•ª˜ÀŸ∂»	π÷ŒÔ¿‡–Õ	π•ª˜¿‡–Õ	–Ø¥¯æ≠—È	–Ø¥¯’Ê∆¯	—™π÷±‰…Ìº∏¬ 	π•π÷±‰…Ìº∏¬ 	∑¿π÷±‰…Ìº∏¬ 	π•ª˜º‰∏Ù£®º‰∏Ù£©	…±π÷»ŒŒÒ∑÷◊È	≥ØœÚΩ«∂»	◊∑ª˜Õ£÷πÃıº˛	“∆∂Ø¿‡–Õ	À—À˜ƒø±Íº‰∏Ù	Õ£¡Ù ±º‰œ¬œﬁ	Õ£¡Ù ±º‰…œœﬁ	ººƒ‹ID	ººƒ‹ID	ººƒ‹ID	ººƒ‹ID	ººƒ‹ID	Ai¿‡–Õ	GROUPID	øπ±©	∆∆ª˜	øπ∆∆	¥©¥Ã	øπ¥©	√¸÷–
//°æ • ﬁπ»°ø	±‡∫≈1-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10153	Œ¸—™πÌ ØœÒ	20070	14	4751	0	0	100	1	10000	1000	100	100	10000	165	1	0	0	1000	0	0	20	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50702	12001	12001	12001	7	1	0	0	0	0	0	0
10161	˜º˜√µ∂∂‹’Ω ø	20066	15	1668	0	0	60	100	10000	1000	100	100	10000	115	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50662	12001	12001	12001	5	1	0	0	0	0	0	0
10162	˜º˜√π≠º˝ ÷	20054	15	1668	0	0	60	100	10000	1000	100	100	10000	57	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50541	50542	50541	50541	50541	5	1	0	0	0	0	0	0
10163	π˙Õı	20023	15	5006	0	0	60	100	10000	1000	100	100	10000	174	1	0	0	1000	2	0	20	9	0	0	0	10000	0	0	0	1	1	5	15	12001	50232	12001	40201	12001	102	1	0	0	0	0	0	0
10171	¡È∫¸	20039	16	1758	0	0	60	100	10000	1000	100	100	10000	121	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50392	12001	12001	12001	5	1	0	0	0	0	0	0
10172	Ú·ÚÊ»À≥§«π	20016	16	1758	0	0	60	100	10000	1000	100	100	10000	121	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50162	12001	12001	12001	5	1	0	0	0	0	0	0
10173	Ú·ÚÊ»Àπ≠º˝ ÷	20067	16	5276	0	0	60	100	10000	1000	100	100	10000	183	1	0	0	1000	0	0	20	9	0	0	0	1000	0	0	0	1	1	5	15	50541	50672	12001	12001	12001	7	1	0	0	0	0	0	0
10181	Ú·ÚÊ»À≥§«π	20016	17	1853	0	0	60	1	10000	1000	100	100	10000	127	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50162	12001	12001	12001	5	1	0	0	0	0	0	0
10182	Ú·ÚÊ»Àµ∂∂‹’Ω ø	20014	17	1853	0	0	60	1	10000	1000	100	100	10000	127	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50142	12001	12001	12001	5	1	0	0	0	0	0	0
10183	Ú·ÚÊ»Àπ≠º˝±¯	20067	17	5561	0	0	60	1	10000	1000	100	100	10000	193	1	0	0	1000	0	0	20	9	0	0	0	1000	0	0	0	1	1	5	15	50541	50672	12001	12001	12001	7	1	0	0	0	0	0	0
10191	˜º˜√µ∂∂‹’Ω ø	20066	18	1958	0	0	60	100	10000	1000	100	100	10000	134	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50662	12001	12001	12001	5	1	0	0	0	0	0	0
10192	˜º˜√π≠º˝ ÷	20054	18	1958	0	0	60	100	10000	1000	100	100	10000	67	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50541	50542	50541	50541	50541	5	1	0	0	0	0	0	0
10193	Ã¯‘Èƒ–	20033	18	5876	0	0	60	100	10000	1000	100	100	10000	204	1	0	0	1000	0	0	20	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50332	12001	12001	12001	7	1	0	0	0	0	0	0
10201	Ú·ÚÊ»À≥§«π	20016	19	2068	0	0	100	1	10000	1000	100	100	10000	141	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50162	12001	12001	12001	5	1	0	0	0	0	0	0
10202	Œ¸—™πÌ≈Æ∑® ¶	20085	19	2068	0	0	100	1	10000	1000	100	100	10000	70	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50111	50852	12001	12001	12001	5	1	0	0	0	0	0	0
10203	÷– ¿ºÕ∏´Õ∑±¯	20022	19	6206	0	0	100	1	10000	1000	100	100	10000	214	1	0	0	1000	0	0	20	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50222	12001	12001	12001	7	1	0	0	0	0	0	0
10211	Ú·ÚÊ»Àµ∂∂‹’Ω ø	20014	20	2183	0	0	60	1	10000	1000	100	100	10000	149	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50142	12001	12001	12001	5	1	0	0	0	0	0	0
10212	≈Æπ≠º˝ ÷	20051	20	2183	0	0	60	1	10000	1000	100	100	10000	74	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50541	50541	12001	12001	12001	5	1	0	0	0	0	0	0
10213	Œ¸—™πÌ≈ÆÕı	20053	20	6551	0	0	60	100	10000	1000	100	100	10000	226	1	0	0	1000	2	0	20	9	0	0	0	10000	0	0	0	1	1	5	15	12001	50532	12001	40301	12001	103	1	0	0	0	0	0	0
10221	˜º˜√µ∂∂‹’Ω ø	20066	21	2303	0	0	60	100	10000	1000	100	100	10000	157	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50662	12001	12001	12001	5	1	0	0	0	0	0	0
10222	Œ¸—™πÌ ØœÒ	20070	21	2303	0	0	60	100	10000	1000	100	100	10000	157	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50702	12001	12001	12001	5	1	0	0	0	0	0	0
10223	Ú·ÚÊ»Àπ≠º˝±¯	20067	21	6911	0	0	60	100	10000	1000	100	100	10000	238	1	0	0	1000	0	0	20	9	0	0	0	1000	0	0	0	1	1	5	15	50541	50672	12001	12001	12001	7	1	0	0	0	0	0	0
10231	Ú·ÚÊ»Àµ∂∂‹’Ω ø	20014	22	2428	0	0	100	1	10000	1000	100	100	10000	166	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50142	12001	12001	12001	5	1	0	0	0	0	0	0
10232	Œ¸—™πÌ ØœÒ	20070	22	2428	0	0	100	1	10000	1000	100	100	10000	166	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50702	12001	12001	12001	5	1	0	0	0	0	0	0
10233	˜º˜√π≠º˝ ÷	20054	22	2428	0	0	100	1	10000	1000	100	100	10000	83	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50541	50542	50541	50541	50541	5	1	0	0	0	0	0	0
10234	 ØœÒπÌ	20010	22	7286	0	0	100	1	10000	1000	100	100	10000	251	1	0	0	1000	2	0	20	9	0	0	0	10000	0	0	0	1	1	5	15	12001	50102	12001	40101	12001	101	1	0	0	0	0	0	0
10241	Ú·ÚÊ»À	20014	23	2558	0	0	60	100	10000	1000	100	100	10000	174	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50142	12001	12001	12001	5	1	0	0	0	0	0	0
10242	Ú·ÚÊ»À≥§«π	20016	23	2558	0	0	60	100	10000	1000	100	100	10000	174	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50162	12001	12001	12001	5	1	0	0	0	0	0	0
10243	Ú·ÚÊ»Àπ≠º˝±¯	20067	23	2558	0	0	60	100	10000	1000	100	100	10000	87	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50541	50672	12001	12001	12001	5	1	0	0	0	0	0	0
10244	…≥ƒÆ¿«∑® ¶	20076	23	7676	0	0	60	100	10000	1000	100	100	10000	264	1	0	0	1000	0	0	20	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50762	12001	12001	12001	7	1	0	0	0	0	0	0
10251	˜º˜√µ∂∂‹’Ω ø	20066	24	2693	0	0	60	100	10000	1000	100	100	10000	183	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50662	12001	12001	12001	5	1	0	0	0	0	0	0
10252	…≥ƒÆ¿«	20025	24	2693	0	0	60	100	10000	1000	100	100	10000	183	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50252	12001	12001	12001	5	1	0	0	0	0	0	0
10253	˜º˜√π≠º˝ ÷	20054	24	2693	0	0	60	100	10000	1000	100	100	10000	183	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50541	50542	50541	50541	50541	5	1	0	0	0	0	0	0
10254	Œ¸—™πÌ≈Æ∑® ¶	20085	24	8081	0	0	60	100	10000	1000	100	100	10000	278	1	0	0	1000	0	0	20	9	0	0	0	1000	0	0	0	1	1	5	15	50111	50852	12001	12001	12001	7	1	0	0	0	0	0	0
10261	˜º˜√µ∂∂‹’Ω ø	20066	25	2833	0	0	60	100	10000	1000	100	100	10000	193	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50662	12001	12001	12001	5	1	0	0	0	0	0	0
10262	˜º˜√π≠º˝ ÷	20054	25	2833	0	0	60	100	10000	1000	100	100	10000	193	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50541	50542	50541	50541	50541	5	1	0	0	0	0	0	0
10263	Œ¸—™πÌ ØœÒ	20070	25	2833	0	0	60	100	10000	1000	100	100	10000	193	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50702	12001	12001	12001	5	1	0	0	0	0	0	0
10264	π˙Õı	20023	25	8501	0	0	60	100	10000	1000	100	100	10000	293	1	0	0	1000	2	0	20	9	0	0	0	10000	0	0	0	1	1	5	15	12001	50232	12001	40201	12001	102	1	0	0	0	0	0	0
10271	Œ¸—™πÌ”≈—≈≥§Ω£	20091	26	2978	0	0	60	100	10000	1000	100	100	10000	203	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50912	12001	12001	12001	5	1	0	0	0	0	0	0
10272	≥§Í™ ø±¯	20065	26	2978	0	0	60	100	10000	1000	100	100	10000	203	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50652	12001	12001	12001	5	1	0	0	0	0	0	0
10273	Œ¸—™πÌ≈Æ∑® ¶	20085	26	2978	0	0	60	100	10000	1000	100	100	10000	101	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50111	50852	12001	12001	12001	5	1	0	0	0	0	0	0
10274	˜»ƒß	20055	26	8936	0	0	60	100	10000	1000	100	100	10000	308	1	0	0	1000	0	0	20	9	0	0	0	1000	0	0	0	1	1	1	3	12001	50552	12001	12001	12001	7	1	0	0	0	0	0	0
10281	µæ≤›»À	20031	27	3128	0	0	100	1	10000	1000	100	100	10000	213	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50312	12001	12001	12001	5	1	0	0	0	0	0	0
10282	…≥ƒÆ¿«	20025	27	3128	0	0	100	1	10000	1000	100	100	10000	213	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50252	12001	12001	12001	5	1	0	0	0	0	0	0
10283	Ú·ÚÊ»À≥§«π	20016	27	3128	0	0	100	1	10000	1000	100	100	10000	213	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50162	12001	12001	12001	5	1	0	0	0	0	0	0
10284	±¨∆∆±¯	20010	27	9386	0	0	100	1	10000	1000	100	100	10000	324	1	0	0	1000	0	0	20	9	0	0	0	1000	0	0	0	1	1	5	15	50101	50102	12001	50104	50105	7	1	0	0	0	0	0	0
10291	Ú·ÚÊ»Àµ∂∂‹’Ω ø	20014	28	3283	0	0	100	1	10000	1000	100	100	10000	224	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50142	12001	12001	12001	5	1	0	0	0	0	0	0
10292	Ú·ÚÊ»À≥§«π	20016	28	3283	0	0	100	1	10000	1000	100	100	10000	224	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50162	12001	12001	12001	5	1	0	0	0	0	0	0
10293	…≥ƒÆ¿«	20025	28	3283	0	0	100	1	10000	1000	100	100	10000	224	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50252	12001	12001	12001	5	1	0	0	0	0	0	0
10294	 ØÕ∑»À	20029	28	9851	0	0	100	1	10000	1000	100	100	10000	340	1	0	0	1000	0	0	20	9	0	0	0	1000	0	0	0	1	1	5	15	50291	50292	50293	12001	12001	7	1	0	0	0	0	0	0
10301	¥ÛΩ£ ø±¯	20002	29	3443	0	0	100	1	10000	1000	100	100	10000	235	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50022	12001	12001	12001	5	1	0	0	0	0	0	0
10302	Œ¸—™πÌ≈Æ∑® ¶	20085	29	3443	0	0	100	1	10000	1000	100	100	10000	117	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50111	50852	12001	12001	12001	5	1	0	0	0	0	0	0
10303	˜»ƒß	20055	29	3443	0	0	100	1	10000	1000	100	100	10000	235	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50552	12001	12001	12001	5	1	0	0	0	0	0	0
10304	–ﬁµ¿‘∫æ´¡È	20028	29	3613	0	0	100	1	10000	1000	100	100	10000	357	1	0	0	1000	0	0	20	9	0	0	0	1000	0	0	0	1	1	5	15	58281	58282	58283	58281	58281	7	1	0	0	0	0	0	0
10311	¥ÛΩ£ ø±¯	20002	30	3613	0	0	100	1	10000	1000	100	100	10000	247	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50022	12001	12001	12001	5	1	0	0	0	0	0	0
10312	≥§Í™ ø±¯	20065	30	3613	0	0	100	1	10000	1000	100	100	10000	247	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50652	12001	12001	12001	5	1	0	0	0	0	0	0
10313	≈Æπ≠º˝ ÷	20051	30	3613	0	0	100	1	10000	1000	100	100	10000	247	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50511	50512	50511	50511	50511	5	1	0	0	0	0	0	0
10314	Œ¸—™πÌ≈ÆÕı	20053	30	10841	0	0	100	1	10000	1000	100	100	10000	374	1	0	0	1000	0	0	20	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50533	50533	12001	12001	7	1	0	0	0	0	0	0
10321	˜º˜√’Ω ø	20066	31	3788	0	0	100	1	10000	1000	100	100	10000	258	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50662	12001	12001	12001	5	1	0	0	0	0	0	0
10322	˜º˜√π≠º˝	20054	31	3788	0	0	100	1	10000	1000	100	100	10000	127	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50541	50541	50541	50541	50541	5	1	0	0	0	0	0	0
10323	˜º˜√π≠º˝	20054	31	3788	0	0	100	1	10000	1000	100	100	10000	127	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50541	50541	50541	50541	50541	5	1	0	0	0	0	0	0
10324	÷ÿº◊˜º˜√£®æ´”¢£©	20023	31	11366	0	0	100	1	10000	1000	100	100	10000	392	1	0	0	1000	0	0	20	9	0	0	0	1000	0	0	0	1	1	5	15	58231	58232	58232	12001	12001	7	1	0	0	0	0	0	0
10331	÷– ¿ºÕ∏´Õ∑±¯	20022	32	3986	0	0	100	1	10000	1000	100	100	10000	271	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50222	50111	50111	50111	5	1	0	0	0	0	0	0
10332	Œ¸—™πÌ≈Æ∑® ¶	20085	32	3986	0	0	100	1	10000	1000	100	100	10000	181	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50111	50852	12001	12001	12001	5	1	0	0	0	0	0	0
10333	Œ¸—™πÌÀ´ ÷∏´	20063	32	3986	0	0	100	1	10000	1000	100	100	10000	271	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50892	12001	12001	12001	5	1	0	0	0	0	0	0
10334	–ﬁµ¿‘∫æ´¡È	20028	32	11366	0	0	100	1	10000	1000	100	100	10000	410	1	0	0	1000	0	0	20	9	0	0	0	1000	0	0	0	1	1	5	15	50283	12001	50283	12001	12001	7	1	0	0	0	0	0	0
10341	…≥ƒÆ ØœÒπÌ	20070	33	4153	0	0	100	1	10000	1000	100	100	10000	283	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50702	12001	12001	12001	5	1	0	0	0	0	0	0
10342	…≥¿«	20025	33	4153	0	0	100	1	10000	1000	100	100	10000	283	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50252	12001	12001	12001	5	1	0	0	0	0	0	0
10343	Ú·ÚÊ»Àµ∂∂‹’Ω ø	20014	33	4153	0	0	100	1	10000	1000	100	100	10000	283	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50142	12001	12001	12001	5	1	0	0	0	0	0	0
10344	…≥Ú·ÚÊ»Àπ≠ ÷	20067	33	12461	0	0	100	1	10000	1000	100	100	10000	430	1	0	0	1000	0	0	20	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50672	12001	12001	12001	7	1	0	0	0	0	0	0
10351	Ú·ÚÊµ∂∂‹	20014	34	4343	0	0	100	1	10000	1000	100	100	10000	296	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50142	12001	12001	12001	5	1	0	0	0	0	0	0
10352	Ú·ÚÊπ≠º˝±¯	20067	34	4343	0	0	100	1	10000	1000	100	100	10000	148	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50541	50672	12001	12001	12001	5	1	0	0	0	0	0	0
10353	Ú·ÚÊ≥§«π	20016	34	4343	0	0	100	1	10000	1000	100	100	10000	296	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50162	12001	12001	12001	5	1	0	0	0	0	0	0
10354	Ã¯…ßƒ–£®æ´”¢£©	20033	34	13031	0	0	100	1	10000	1000	100	100	10000	449	1	0	0	1000	0	0	20	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50332	12001	12001	12001	7	1	0	0	0	0	0	0
10361	Ú·ÚÊ»Àµ∂∂‹’Ω ø	20014	35	4538	0	0	100	1	10000	1000	100	100	10000	310	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50142	12001	12001	12001	5	1	0	0	0	0	0	0
10362	Ú·ÚÊ»Àπ≠º˝±¯	20067	35	4538	0	0	100	1	10000	1000	100	100	10000	310	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50541	50672	12001	12001	12001	5	1	0	0	0	0	0	0
10363	Ú·ÚÊ»À≥§«π	20016	35	4538	0	0	100	1	10000	1000	100	100	10000	310	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50162	12001	12001	12001	5	1	0	0	0	0	0	0
10364	 ØÕ∑»À	20029	35	13616	0	0	100	1	10000	1000	100	100	10000	470	1	0	0	1000	0	0	20	9	0	0	0	1000	0	0	0	1	1	5	15	50291	50292	50293	12001	12001	7	1	0	0	0	0	0	0
10371	…≥ƒÆ ØœÒπÌ	20070	36	4738	0	0	100	1	10000	1000	100	100	10000	323	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50702	12001	12001	12001	5	1	0	0	0	0	0	0
10372	¿«»À¿«—¿∞Ù	20076	36	4738	0	0	100	1	10000	1000	100	100	10000	323	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50762	12001	12001	12001	5	1	0	0	0	0	0	0
10373	ƒßªØ¿«	20025	36	4738	0	0	100	1	10000	1000	100	100	10000	323	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50252	12001	12001	12001	5	1	0	0	0	0	0	0
10374	æﬁƒß¿«	20082	36	14216	0	0	100	1	10000	1000	100	100	10000	490	1	0	0	1000	0	0	20	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50412	12001	12001	12001	7	1	0	0	0	0	0	0
10381	¡È∫¸	20039	37	4943	0	0	100	1	10000	1000	100	100	10000	338	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50392	12001	12001	12001	5	1	0	0	0	0	0	0
10382	÷– ¿ºÕ∏´Õ∑±¯	20022	37	4943	0	0	100	1	10000	1000	100	100	10000	338	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50222	12001	12001	12001	5	1	0	0	0	0	0	0
10383	Œ¸—™πÌ≈Æ∑® ¶	20085	37	4943	0	0	100	1	10000	1000	100	100	10000	338	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50111	50852	12001	12001	12001	5	1	0	0	0	0	0	0
10384	 ØÕ∑øÒƒß	20029	37	14831	0	0	100	1	10000	1000	100	100	10000	512	1	0	0	1000	0	0	20	9	0	0	0	1000	0	0	0	1	1	5	15	12001	58292	58293	12001	12001	7	1	0	0	0	0	0	0
10391	¥ÛΩ£ ø±¯	20002	38	5153	0	0	100	1	10000	1000	100	100	10000	352	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50022	12001	12001	12001	5	1	0	0	0	0	0	0
10392	≥§«π ø±¯	20065	38	5153	0	0	100	1	10000	1000	100	100	10000	352	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50111	50652	50111	50111	50111	5	1	0	0	0	0	0	0
10393	Œ¸—™πÌ≈Æ∑® ¶	20085	38	5153	0	0	100	1	10000	1000	100	100	10000	352	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	50111	50852	50111	50111	50111	5	1	0	0	0	0	0	0
10394	π˙Õı	20023	38	15461	0	0	100	1	10000	1000	100	100	10000	534	1	0	0	1000	0	0	20	9	0	0	0	1000	0	0	0	1	1	5	15	50231	50232	50233	12001	12001	7	1	0	0	0	0	0	0
10401	µæ≤›»À	20031	39	5368	0	0	100	1	10000	1000	100	100	10000	367	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50312	12001	12001	12001	5	1	0	0	0	0	0	0
10402	∫⁄∞µµÿ ﬁ	20075	39	5368	0	0	100	1	10000	1000	100	100	10000	367	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50752	12001	12001	12001	5	1	0	0	0	0	0	0
10403	Œ¸—™πÌÀ´ ÷∏´	20063	39	5368	0	0	100	1	10000	1000	100	100	10000	367	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50892	12001	12001	12001	5	1	0	0	0	0	0	0
10404	±¨∆∆±¯	20010	39	16106	0	0	100	1	10000	1000	100	100	10000	557	1	0	0	1000	0	0	20	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50104	12001	50104	50105	7	1	0	0	0	0	0	0
10411	Ú·ÚÊ»Àµ∂∂‹’Ω ø	20014	40	5588	0	0	100	1	10000	1000	100	100	10000	382	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	1	3	12001	50142	12001	12001	12001	5	1	0	0	0	0	0	0
10412	Ú·ÚÊ»À≥§«π	20016	40	5588	0	0	100	1	10000	1000	100	100	10000	382	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50162	12001	12001	12001	5	1	0	0	0	0	0	0
10413	Œ¸—™πÌ”≈—≈≥§Ω£	20091	40	5588	0	0	100	1	10000	1000	100	100	10000	382	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50912	12001	12001	12001	5	1	0	0	0	0	0	0
10414	 ØÕ∑»À	20029	40	16766	0	0	100	1	10000	1000	100	100	10000	580	1	0	0	1000	2	0	20	9	0	0	0	1000	0	0	0	1	1	1	3	12001	50292	12001	12001	12001	7	1	0	0	0	0	0	0
10421	ƒßªØ¿«	20025	41	5813	0	0	100	1	10000	1000	100	100	10000	398	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50252	12001	12001	12001	5	1	0	0	0	0	0	0
10422	¿«»À∑® ¶	20076	41	5813	0	0	100	1	10000	1000	100	100	10000	398	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50762	12001	12001	12001	5	1	0	0	0	0	0	0
10423	¿«»À¿«—¿∞Ù	20024	41	5813	0	0	100	1	10000	1000	100	100	10000	398	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	12001	12001	12001	12001	5	1	0	0	0	0	0	0
10424	¿«»ÀÕı◊”	20035	41	17441	0	0	100	1	10000	1000	100	100	10000	604	1	0	0	1000	0	0	20	9	0	0	0	1000	0	0	0	1	1	5	15	50351	50352	50353	12001	12001	7	1	0	0	0	0	0	0
10431	∞Î”„»À	20032	42	6043	0	0	100	1	10000	1000	100	100	10000	414	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50322	12001	12001	12001	5	1	0	0	0	0	0	0
10432	µæ≤›»À	20031	42	6043	0	0	100	1	10000	1000	100	100	10000	414	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50312	12001	12001	12001	5	1	0	0	0	0	0	0
10433	¡È∫¸	20039	42	6043	0	0	100	1	10000	1000	100	100	10000	414	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50392	12001	12001	12001	5	1	0	0	0	0	0	0
10434	±¨∆∆±¯£®æ´£©	20010	42	18131	0	0	100	1	10000	1000	100	100	10000	628	1	0	0	1000	0	0	20	9	0	0	0	1000	0	0	0	1	1	5	15	50104	50102	12001	50104	50105	7	1	0	0	0	0	0	0
10441	¥‘¡÷¿«	20025	43	6043	0	0	100	1	10000	1000	100	100	10000	431	1	0	0	1000	0	0	0	9	0	0	0	1000	0	0	0	1	1	5	15	12001	50252	12001	12001	12001	5	1	0	0	0	0	0	0
